+---------------------+----------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields              |
| of the Block class in question. The actual final values may be different                    |
| for different states of the block, or they may depend on a TileEntity etc.                  |
+---------------------+----------------------------------------------+----------+-------------+
| Mod name            | Registry name                                | Hardness |  Resistance |
| RFTools             | rftools:invchecker_block                     |     2.00 |       10.00 |
| RFTools             | rftools:invisible_shield_block               |    -1.00 | 18000000.00 |
| RFTools             | rftools:invisible_shield_block_opaque        |    -1.00 | 18000000.00 |
| RFTools             | rftools:item_filter                          |     2.00 |       10.00 |
| RFTools             | rftools:level_emitter                        |     2.00 |       10.00 |
| RFTools             | rftools:liquid_monitor                       |     2.00 |       10.00 |
| RFTools             | rftools:locator                              |     2.00 |       10.00 |
| RFTools             | rftools:logic_block                          |     2.00 |       10.00 |
| RFTools             | rftools:machine_base                         |     0.00 |        0.00 |
| RFTools             | rftools:machine_frame                        |     0.00 |        0.00 |
| RFTools             | rftools:machine_infuser                      |     2.00 |       10.00 |
| RFTools             | rftools:matter_beamer                        |     2.00 |       10.00 |
| RFTools             | rftools:matter_booster                       |     2.00 |       10.00 |
| RFTools             | rftools:matter_receiver                      |     2.00 |       10.00 |
| RFTools             | rftools:matter_transmitter                   |     2.00 |       10.00 |
| RFTools             | rftools:modular_storage                      |     2.00 |       10.00 |
| RFTools             | rftools:notick_camo_shield_block             |    -1.00 | 18000000.00 |
| RFTools             | rftools:notick_camo_shield_block_opaque      |    -1.00 | 18000000.00 |
| RFTools             | rftools:notick_invisible_shield_block        |    -1.00 | 18000000.00 |
| RFTools             | rftools:notick_invisible_shield_block_opaque |    -1.00 | 18000000.00 |
| RFTools             | rftools:notick_solid_shield_block            |    -1.00 | 18000000.00 |
| RFTools             | rftools:notick_solid_shield_block_opaque     |    -1.00 | 18000000.00 |
| RFTools             | rftools:pearl_injector                       |     2.00 |       10.00 |
| RFTools             | rftools:powercell                            |     2.00 |       10.00 |
| RFTools             | rftools:powercell_advanced                   |     2.00 |       10.00 |
| RFTools             | rftools:powercell_creative                   |     2.00 |       10.00 |
| RFTools             | rftools:powercell_simple                     |     2.00 |       10.00 |
| RFTools             | rftools:projector                            |     2.00 |       10.00 |
| RFTools             | rftools:redstone_receiver_block              |     2.00 |       10.00 |
| RFTools             | rftools:redstone_transmitter_block           |     2.00 |       10.00 |
| RFTools             | rftools:relay                                |     2.00 |       10.00 |
| RFTools             | rftools:remote_scanner                       |     2.00 |       10.00 |
| RFTools             | rftools:remote_storage                       |     2.00 |       10.00 |
| RFTools             | rftools:rf_monitor                           |     2.00 |       10.00 |
| RFTools             | rftools:scanner                              |     2.00 |       10.00 |
| RFTools             | rftools:screen                               |     2.00 |       10.00 |
| RFTools             | rftools:screen_controller                    |     2.00 |       10.00 |
| RFTools             | rftools:screen_hitblock                      |    -1.00 | 18000000.00 |
| RFTools             | rftools:security_manager                     |     0.00 |        0.00 |
| RFTools             | rftools:sensor_block                         |     2.00 |       10.00 |
| RFTools             | rftools:sequencer_block                      |     2.00 |       10.00 |
| RFTools             | rftools:shield_block1                        |     2.00 |       10.00 |
| RFTools             | rftools:shield_block2                        |     2.00 |       10.00 |
| RFTools             | rftools:shield_block3                        |     2.00 |       10.00 |
| RFTools             | rftools:shield_block4                        |     2.00 |       10.00 |
| RFTools             | rftools:shield_template_block                |     0.00 |        0.00 |
| RFTools             | rftools:simple_dialer                        |     2.00 |       10.00 |
| RFTools             | rftools:solid_shield_block                   |    -1.00 | 18000000.00 |
| RFTools             | rftools:solid_shield_block_opaque            |    -1.00 | 18000000.00 |
| RFTools             | rftools:space_chamber                        |     2.00 |       10.00 |
| RFTools             | rftools:space_chamber_controller             |     2.00 |       10.00 |
| RFTools             | rftools:spawner                              |     2.00 |       10.00 |
| RFTools             | rftools:storage_scanner                      |     2.00 |       10.00 |
| RFTools             | rftools:storage_terminal                     |     2.00 |       10.00 |
| RFTools             | rftools:support_block                        |     0.00 |        0.00 |
| RFTools             | rftools:timer_block                          |     2.00 |       10.00 |
| RFTools             | rftools:wire_block                           |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:activity_probe                    |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:biome_absorber                    |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:dimension_builder                 |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:dimension_editor                  |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:dimension_enscriber               |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_blank_block           |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_block                 |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_cross2_block          |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_cross_block           |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_pattern1_block        |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_pattern2_block        |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimensional_small_blocks          |     2.00 |       12.00 |
| RFTools Dimensions  | rftoolsdim:dimlet_workbench                  |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:energy_extractor                  |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:fake_gravel                       |     0.60 |        3.00 |
| RFTools Dimensions  | rftoolsdim:fake_sand                         |     0.50 |        2.50 |
| RFTools Dimensions  | rftoolsdim:fake_water                        |   100.00 |      500.00 |
| RFTools Dimensions  | rftoolsdim:feature_absorber                  |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:liquid_absorber                   |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:material_absorber                 |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:terrain_absorber                  |     2.00 |       10.00 |
| RFTools Dimensions  | rftoolsdim:time_absorber                     |     2.00 |       10.00 |
| Unknown             | botania:alchemycatalyst                      |     0.00 |        0.00 |
| Unknown             | botania:alfheimportal                        |     0.00 |        0.00 |
| Unknown             | botania:altar                                |     0.00 |        0.00 |
| Unknown             | botania:altgrass                             |     0.00 |        0.00 |
| Unknown             | botania:animatedtorch                        |     0.00 |        0.00 |
| Unknown             | botania:avatar                               |     0.00 |        0.00 |
| Unknown             | botania:bellows                              |     0.00 |        0.00 |
| Unknown             | botania:bifrost                              |     0.00 |        0.00 |
| Unknown             | botania:bifrostperm                          |     0.00 |        0.00 |
| Unknown             | botania:bifrostpermpane                      |     0.00 |        0.00 |
| Unknown             | botania:biomestonea                          |     0.00 |        0.00 |
| Unknown             | botania:biomestonea0slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea0slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea0stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea0wall                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea10slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea10slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea10stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea11slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea11slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea11stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea12slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea12slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea12stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea13slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea13slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea13stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea14slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea14slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea14stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea15slab                    |     0.00 |        0.00 |
| Unknown             | botania:biomestonea15slabfull                |     0.00 |        0.00 |
| Unknown             | botania:biomestonea15stairs                  |     0.00 |        0.00 |
| Unknown             | botania:biomestonea1slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea1slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea1stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea2slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea2slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea2stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea3slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea3slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea3stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea4slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea4slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea4stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea5slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea5slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea5stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea6slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea6slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea6stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea7slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea7slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea7stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea8slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea8slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea8stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestonea9slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestonea9slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestonea9stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb                          |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb0slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb0slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb0stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb1slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb1slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb1stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb2slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb2slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb2stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb3slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb3slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb3stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb4slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb4slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb4stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb5slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb5slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb5stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb6slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb6slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb6stairs                   |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb7slab                     |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb7slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:biomestoneb7stairs                   |     0.00 |        0.00 |
| Unknown             | botania:blazeblock                           |     0.00 |        0.00 |
| Unknown             | botania:brewery                              |     0.00 |        0.00 |
| Unknown             | botania:buriedpetals                         |     0.00 |        0.00 |
| Unknown             | botania:cacophoniumblock                     |     0.00 |        0.00 |
| Unknown             | botania:cellblock                            |     0.00 |        0.00 |
| Unknown             | botania:cocoon                               |     0.00 |        0.00 |
| Unknown             | botania:conjurationcatalyst                  |     0.00 |        0.00 |
| Unknown             | botania:corporeacrystalcube                  |     0.00 |        0.00 |
| Unknown             | botania:corporeafunnel                       |     0.00 |        0.00 |
| Unknown             | botania:corporeaindex                        |     0.00 |        0.00 |
| Unknown             | botania:corporeainterceptor                  |     0.00 |        0.00 |
| Unknown             | botania:corporearetainer                     |     0.00 |        0.00 |
| Unknown             | botania:custombrick                          |     0.00 |        0.00 |
| Unknown             | botania:distributor                          |     0.00 |        0.00 |
| Unknown             | botania:doubleflower1                        |     0.00 |        0.00 |
| Unknown             | botania:doubleflower2                        |     0.00 |        0.00 |
| Unknown             | botania:dreamwood                            |     0.00 |        0.00 |
| Unknown             | botania:dreamwood0slab                       |     0.00 |        0.00 |
| Unknown             | botania:dreamwood0slabfull                   |     0.00 |        0.00 |
| Unknown             | botania:dreamwood0stairs                     |     0.00 |        0.00 |
| Unknown             | botania:dreamwood0wall                       |     0.00 |        0.00 |
| Unknown             | botania:dreamwood1slab                       |     0.00 |        0.00 |
| Unknown             | botania:dreamwood1slabfull                   |     0.00 |        0.00 |
| Unknown             | botania:dreamwood1stairs                     |     0.00 |        0.00 |
| Unknown             | botania:elfglass                             |     0.00 |        0.00 |
| Unknown             | botania:elfglasspane                         |     0.00 |        0.00 |
| Unknown             | botania:enchantedsoil                        |     0.00 |        0.00 |
| Unknown             | botania:enchanter                            |     0.00 |        0.00 |
| Unknown             | botania:endereyeblock                        |     0.00 |        0.00 |
| Unknown             | botania:fakeair                              |     0.00 |        0.00 |
| Unknown             | botania:felpumpkin                           |     0.00 |        0.00 |
| Unknown             | botania:floatingspecialflower                |     0.00 |        0.00 |
| Unknown             | botania:flower                               |     0.00 |        0.00 |
| Unknown             | botania:forestdrum                           |     0.00 |        0.00 |
| Unknown             | botania:foresteye                            |     0.00 |        0.00 |
| Unknown             | botania:gaiaheadblock                        |     0.00 |        0.00 |
| Unknown             | botania:ghostrail                            |     0.00 |        0.00 |
| Unknown             | botania:hourglass                            |     0.00 |        0.00 |
| Unknown             | botania:incenseplate                         |     0.00 |        0.00 |
| Unknown             | botania:lightlauncher                        |     0.00 |        0.00 |
| Unknown             | botania:lightrelay                           |     0.00 |        0.00 |
| Unknown             | botania:livingrock                           |     0.00 |        0.00 |
| Unknown             | botania:livingrock0slab                      |     0.00 |        0.00 |
| Unknown             | botania:livingrock0slabfull                  |     0.00 |        0.00 |
| Unknown             | botania:livingrock0stairs                    |     0.00 |        0.00 |
| Unknown             | botania:livingrock0wall                      |     0.00 |        0.00 |
| Unknown             | botania:livingrock1slab                      |     0.00 |        0.00 |
| Unknown             | botania:livingrock1slabfull                  |     0.00 |        0.00 |
| Unknown             | botania:livingrock1stairs                    |     0.00 |        0.00 |
| Unknown             | botania:livingwood                           |     0.00 |        0.00 |
| Unknown             | botania:livingwood0slab                      |     0.00 |        0.00 |
| Unknown             | botania:livingwood0slabfull                  |     0.00 |        0.00 |
| Unknown             | botania:livingwood0stairs                    |     0.00 |        0.00 |
| Unknown             | botania:livingwood0wall                      |     0.00 |        0.00 |
| Unknown             | botania:livingwood1slab                      |     0.00 |        0.00 |
| Unknown             | botania:livingwood1slabfull                  |     0.00 |        0.00 |
| Unknown             | botania:livingwood1stairs                    |     0.00 |        0.00 |
| Unknown             | botania:manabomb                             |     0.00 |        0.00 |
| Unknown             | botania:manadetector                         |     0.00 |        0.00 |
| Unknown             | botania:manaflame                            |     0.00 |        0.00 |
| Unknown             | botania:managlass                            |     0.00 |        0.00 |
| Unknown             | botania:managlasspane                        |     0.00 |        0.00 |
| Unknown             | botania:manavoid                             |     0.00 |        0.00 |
| Unknown             | botania:miniisland                           |     0.00 |        0.00 |
| Unknown             | botania:mushroom                             |     0.00 |        0.00 |
| Unknown             | botania:opencrate                            |     0.00 |        0.00 |
| Unknown             | botania:pavement                             |     0.00 |        0.00 |
| Unknown             | botania:pavement0slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement0slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement0stairs                      |     0.00 |        0.00 |
| Unknown             | botania:pavement1slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement1slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement1stairs                      |     0.00 |        0.00 |
| Unknown             | botania:pavement2slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement2slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement2stairs                      |     0.00 |        0.00 |
| Unknown             | botania:pavement3slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement3slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement3stairs                      |     0.00 |        0.00 |
| Unknown             | botania:pavement4slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement4slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement4stairs                      |     0.00 |        0.00 |
| Unknown             | botania:pavement5slab                        |     0.00 |        0.00 |
| Unknown             | botania:pavement5slabfull                    |     0.00 |        0.00 |
| Unknown             | botania:pavement5stairs                      |     0.00 |        0.00 |
| Unknown             | botania:petalblock                           |     0.00 |        0.00 |
| Unknown             | botania:pistonrelay                          |     0.00 |        0.00 |
| Unknown             | botania:platform                             |     0.00 |        0.00 |
| Unknown             | botania:pool                                 |     0.00 |        0.00 |
| Unknown             | botania:prism                                |     0.00 |        0.00 |
| Unknown             | botania:pump                                 |     0.00 |        0.00 |
| Unknown             | botania:pylon                                |     0.00 |        0.00 |
| Unknown             | botania:quartzslabblazefull                  |     0.00 |        0.00 |
| Unknown             | botania:quartzslabblazehalf                  |     0.00 |        0.00 |
| Unknown             | botania:quartzslabdarkfull                   |     0.00 |        0.00 |
| Unknown             | botania:quartzslabdarkhalf                   |     0.00 |        0.00 |
| Unknown             | botania:quartzslabelffull                    |     0.00 |        0.00 |
| Unknown             | botania:quartzslabelfhalf                    |     0.00 |        0.00 |
| Unknown             | botania:quartzslablavenderfull               |     0.00 |        0.00 |
| Unknown             | botania:quartzslablavenderhalf               |     0.00 |        0.00 |
| Unknown             | botania:quartzslabmanafull                   |     0.00 |        0.00 |
| Unknown             | botania:quartzslabmanahalf                   |     0.00 |        0.00 |
| Unknown             | botania:quartzslabredfull                    |     0.00 |        0.00 |
| Unknown             | botania:quartzslabredhalf                    |     0.00 |        0.00 |
| Unknown             | botania:quartzslabsunnyfull                  |     0.00 |        0.00 |
| Unknown             | botania:quartzslabsunnyhalf                  |     0.00 |        0.00 |
| Unknown             | botania:quartzstairsblaze                    |     0.00 |        0.00 |
| Unknown             | botania:quartzstairsdark                     |     0.00 |        0.00 |
| Unknown             | botania:quartzstairself                      |     0.00 |        0.00 |
| Unknown             | botania:quartzstairslavender                 |     0.00 |        0.00 |
| Unknown             | botania:quartzstairsmana                     |     0.00 |        0.00 |
| Unknown             | botania:quartzstairsred                      |     0.00 |        0.00 |
| Unknown             | botania:quartzstairssunny                    |     0.00 |        0.00 |
| Unknown             | botania:quartztypeblaze                      |     0.00 |        0.00 |
| Unknown             | botania:quartztypedark                       |     0.00 |        0.00 |
| Unknown             | botania:quartztypeelf                        |     0.00 |        0.00 |
| Unknown             | botania:quartztypelavender                   |     0.00 |        0.00 |
| Unknown             | botania:quartztypemana                       |     0.00 |        0.00 |
| Unknown             | botania:quartztypered                        |     0.00 |        0.00 |
| Unknown             | botania:quartztypesunny                      |     0.00 |        0.00 |
| Unknown             | botania:redstringcomparator                  |     0.00 |        0.00 |
| Unknown             | botania:redstringcontainer                   |     0.00 |        0.00 |
| Unknown             | botania:redstringdispenser                   |     0.00 |        0.00 |
| Unknown             | botania:redstringfertilizer                  |     0.00 |        0.00 |
| Unknown             | botania:redstringinterceptor                 |     0.00 |        0.00 |
| Unknown             | botania:redstringrelay                       |     0.00 |        0.00 |
| Unknown             | botania:rfgenerator                          |     0.00 |        0.00 |
| Unknown             | botania:root                                 |     0.00 |        0.00 |
| Unknown             | botania:runealtar                            |     0.00 |        0.00 |
| Unknown             | botania:shimmerrock                          |     0.00 |        0.00 |
| Unknown             | botania:shimmerrock0slab                     |     0.00 |        0.00 |
| Unknown             | botania:shimmerrock0slabfull                 |     0.00 |        0.00 |
| Unknown             | botania:shimmerrock0stairs                   |     0.00 |        0.00 |
| Unknown             | botania:shimmerwoodplanks                    |     0.00 |        0.00 |
| Unknown             | botania:shimmerwoodplanks0slab               |     0.00 |        0.00 |
| Unknown             | botania:shimmerwoodplanks0slabfull           |     0.00 |        0.00 |
| Unknown             | botania:shimmerwoodplanks0stairs             |     0.00 |        0.00 |
| Unknown             | botania:shinyflower                          |     0.00 |        0.00 |
| Unknown             | botania:solidvine                            |     0.00 |        0.00 |
| Unknown             | botania:sparkchanger                         |     0.00 |        0.00 |
| Unknown             | botania:spawnerclaw                          |     0.00 |        0.00 |
| Unknown             | botania:specialflower                        |     0.00 |        0.00 |
| Unknown             | botania:spreader                             |     0.00 |        0.00 |
| Unknown             | botania:starfield                            |     0.00 |        0.00 |
| Unknown             | botania:storage                              |     0.00 |        0.00 |
| Unknown             | botania:terraplate                           |     0.00 |        0.00 |
| Unknown             | botania:teruterubozu                         |     0.00 |        0.00 |
| Unknown             | botania:tinyplanetblock                      |     0.00 |        0.00 |
| Unknown             | botania:tinypotato                           |     0.00 |        0.00 |
| Unknown             | botania:turntable                            |     0.00 |        0.00 |
| Unknown             | darkutils:anti_slime                         |     0.00 |        0.00 |
| Unknown             | darkutils:ender_hopper                       |     0.00 |        0.00 |
| Unknown             | darkutils:ender_pearl_hopper                 |     0.00 |        0.00 |
| Unknown             | darkutils:ender_tether                       |     0.00 |        0.00 |
| Unknown             | darkutils:fake_tnt                           |     0.00 |        0.00 |
| Unknown             | darkutils:filter                             |     0.00 |        0.00 |
| Unknown             | darkutils:filter_inverted                    |     0.00 |        0.00 |
| Unknown             | darkutils:grate                              |     0.00 |        0.00 |
| Unknown             | darkutils:monolith                           |     0.00 |        0.00 |
| Unknown             | darkutils:pearl_block                        |     0.00 |        0.00 |
| Unknown             | darkutils:slime_dyed                         |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky                             |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_bedrock                     |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_button                      |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_ghost                       |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_lever                       |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_obsidian                    |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_plate                       |     0.00 |        0.00 |
| Unknown             | darkutils:sneaky_torch                       |     0.00 |        0.00 |
| Unknown             | darkutils:timer                              |     0.00 |        0.00 |
| Unknown             | darkutils:trap_anchor                        |     0.00 |        0.00 |
| Unknown             | darkutils:trap_move                          |     0.00 |        0.00 |
| Unknown             | darkutils:trap_move_fast                     |     0.00 |        0.00 |
| Unknown             | darkutils:trap_move_hyper                    |     0.00 |        0.00 |
| Unknown             | darkutils:trap_tile                          |     0.00 |        0.00 |
| Unknown             | darkutils:update_detector                    |     0.00 |        0.00 |
| Unknown             | darkutils:wither_block                       |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_andesite_crushed       |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_auto_sifter            |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_axle_stone             |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_barrel0                |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_barrel1                |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_crucible               |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_crucible_wood          |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_diorite_crushed        |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_dust                   |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_end_cake               |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_endstone_crushed       |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_granite_crushed        |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_grinder                |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_infested_leaves        |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_infesting_leaves       |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_netherrack_crushed     |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_sieve                  |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:block_waterwheel             |     0.00 |        0.00 |
| Unknown             | exnihilocreatio:witchwater                   |     0.00 |        0.00 |
| Unknown             | extrautils2:analogcrafter                    |     0.00 |        0.00 |
| Unknown             | extrautils2:angelblock                       |     0.00 |        0.00 |
| Unknown             | extrautils2:chunkloader                      |     0.00 |        0.00 |
| Unknown             | extrautils2:compressedcobblestone            |     0.00 |        0.00 |
| Unknown             | extrautils2:compresseddirt                   |     0.00 |        0.00 |
| Unknown             | extrautils2:compressedgravel                 |     0.00 |        0.00 |
| Unknown             | extrautils2:compressednetherrack             |     0.00 |        0.00 |
| Unknown             | extrautils2:compressedsand                   |     0.00 |        0.00 |
| Unknown             | extrautils2:crafter                          |     0.00 |        0.00 |
| Unknown             | extrautils2:creativechest                    |     0.00 |        0.00 |
| Unknown             | extrautils2:creativeenergy                   |     0.00 |        0.00 |
| Unknown             | extrautils2:creativeharvest                  |     0.00 |        0.00 |
| Unknown             | extrautils2:cursedearth                      |     0.00 |        0.00 |
| Unknown             | extrautils2:decorativebedrock                |     0.00 |        0.00 |
| Unknown             | extrautils2:decorativeglass                  |     0.00 |        0.00 |
| Unknown             | extrautils2:decorativesolid                  |     0.00 |        0.00 |
| Unknown             | extrautils2:decorativesolidwood              |     0.00 |        0.00 |
| Unknown             | extrautils2:drum                             |     0.00 |        0.00 |
| Unknown             | extrautils2:enderlilly                       |     0.00 |        0.00 |
| Unknown             | extrautils2:indexer                          |     0.00 |        0.00 |
| Unknown             | extrautils2:ineffableglass                   |     0.00 |        0.00 |
| Unknown             | extrautils2:interactionproxy                 |     0.00 |        0.00 |
| Unknown             | extrautils2:ironwood_leaves                  |     0.00 |        0.00 |
| Unknown             | extrautils2:ironwood_log                     |     0.00 |        0.00 |
| Unknown             | extrautils2:ironwood_planks                  |     0.00 |        0.00 |
| Unknown             | extrautils2:ironwood_sapling                 |     0.00 |        0.00 |
| Unknown             | extrautils2:klein                            |     0.00 |        0.00 |
| Unknown             | extrautils2:largishchest                     |     0.00 |        0.00 |
| Unknown             | extrautils2:machine                          |     0.00 |        0.00 |
| Unknown             | extrautils2:miner                            |     0.00 |        0.00 |
| Unknown             | extrautils2:minichest                        |     0.00 |        0.00 |
| Unknown             | extrautils2:moonstone                        |     0.00 |        0.00 |
| Unknown             | extrautils2:opinium                          |     0.00 |        0.00 |
| Unknown             | extrautils2:passivegenerator                 |     0.00 |        0.00 |
| Unknown             | extrautils2:pipe                             |     0.00 |        0.00 |
| Unknown             | extrautils2:pipe_1                           |     0.00 |        0.00 |
| Unknown             | extrautils2:pipe_2                           |     0.00 |        0.00 |
| Unknown             | extrautils2:pipe_3                           |     0.00 |        0.00 |
| Unknown             | extrautils2:playerchest                      |     0.00 |        0.00 |
| Unknown             | extrautils2:powerbattery                     |     0.00 |        0.00 |
| Unknown             | extrautils2:poweroverload                    |     0.00 |        0.00 |
| Unknown             | extrautils2:powertransmitter                 |     0.00 |        0.00 |
| Unknown             | extrautils2:quarry                           |     0.00 |        0.00 |
| Unknown             | extrautils2:quarryproxy                      |     0.00 |        0.00 |
